,features,feature_sums,VIF
9509,GENW_G14_XDC_GF0502_S1321_XDC,28695874136.7783,1820924103.0355
12901,RACFACBA_USD,175198019105.1424,1806642257.9943
1369,FCNODCHM_NUM,301087103.0288,1799333551.0933
8435,GEDM_G14_XDC_GF0201_S1313_XDC,1607832985.3429,1798595551.9424
3649,GAAFFM_G14_GDP_PT_G62_S1311_XDC_R_B1GQ_W1|S1_F1,1.614,1791727612.2532
10205,GESPU_G14_XDC_GF1005_S1321_XDC,466050483054.2391,1786518845.5502
6066,GADLDF_T_G14_GDP_PT_G33_S1312_XDC_R_B1GQ_W2|S1_F7,-0.0121,1782627074.3814
2044,FSRAPF_PT,16.5172,1780217169.978
1898,FSCRNI_PT,127.2362,1773315073.8765
12900,RACFACBA_3M_1Y_USD,27015000363.1103,1769466997.8703
13235,TE_NUM_FS_ODX_IPS,619.7006,1765236959.1994
3380,GAAFD_CG_G14_GDP_PT_G62_W2|S1311_S1314_XDC_R_B1GQ,7.138,1763247901.4038
903,DE_NUM_FS_ODX_IPS,616.3256,1759727275.6072
860,DBF_NUM_FS_ODX_IPI,6.5,1756942471.7433
13083,RAMFDAW_USD,-40970478999.4313,1754148703.5597
896,DE_NUM_FS_ODX_IPC,7693.1103,1751170743.5829
9032,GEG_IO_G14_XDC_1A|S1|G26_S1311B_XDC,828191430425.9489,1748674642.8063
13405,sc_LG,1.1055,1744505810.4182
13082,RAMFDAU_USD,67584690.9609,1742938807.0646
13257,TE_NUM_FS_OFX_IPF,3389.0493,1742846400.6657
6520,GADLFI_T_G14_XDC_G33_S1311B_XDC_W1|S1_F6,78358928952.381,1742645770.8722
2493,FS_ODX_CT2_EUR,167307245344.562,1742359911.0832
1124,FASMBEA_EUR,1693354728185.8289,1738037964.0574
3757,GAAFF_IO_G14_XDC_G62_1A|S1_S1321_XDC,13929178212.075,1729774597.4654
2231,FS_NFC_EBIT_EUR,973483570299.8503,1728501578.442
13030,RACFAS_USD,-268907808.5106,1727035698.9654
6138,GADLDS_T_G14_XDC_G33_S1312_XDC_W2|S1_F3,29099691953.4108,1725891372.3706
6546,GADLFO_T_G14_GDP_PT_G33_S1312_XDC_R_B1GQ_W1|S1_F8,-0.0259,1725340928.7406
13407,sc_SNG,1.5307,1724295557.4271
2386,FS_ODX_AFLS_FSPN_EUR,331211703982.7658,1721235114.0899
1345,FCMAR_NUM,1003984050.8849,1719812395.2332
1155,FA_EUR_FS_ODX_IPC,2541272878079.3545,1712590322.4989
98,22D_I_XDC,15121133717.7749,1704499832.0027
8072,GAL_G14_GDP_PT_G63|F_S1311B_XDC_R_B1GQ,1822239.7882,1699784895.2045
8064,GAL_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W0|S1_F,1822239.7882,1699784895.2045
11259,GROTCS_G14_GDP_PT_W0|S1|G14411_S1314_XDC_R_B1GQ,0.0466,1699765649.0266
8074,GAL_G14_GDP_PT_G63|F_S1312_XDC_R_B1GQ,215.1319,1689821084.9325
8066,GAL_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F,215.1319,1689821084.9325
107,24__R_XDC,19057293205.8291,1688986773.7543
847,DBF_NUM_FS_ODX_IGC,662.8736,1668776770.2855
5772,GADANV_T_G14_CA_XDC_G31|N13N_S1314_XDC,-187623.7681,1654307100.8447
3267,GAAFDF_G14_GDP_PT_G62_S1313_XDC_R_B1GQ_W2|S1_F7,0.0809,1644871146.0411
1011,EECUNE_XEU_XDC_RATE,22646956674.665,1641285807.8732
5741,GADANV_HG_G14_XDC_G41_S1321_XDC_W0|S1_N13N,-14808285.7143,1637193935.7986
9707,GEOPP_G14_GDP_PT_W0|S1|G2813_S1313_XDC_R_B1GQ,0.3208,1634474371.1924
1774,FOSAAEA_EUR,894748386204.991,1633292694.6886
9959,GERC_G14_XDC_GF0802_S13112_XDC,58062935594.1503,1632869580.1225
11875,GRTPF_G14_XDC_W0|S1|G11414_S1314_XDC,33015699474.9604,1629050177.2782
8579,GEER_G14_GDP_PT_GF0907_S1313_XDC_R_B1GQ,0.0418,1624044203.3779
11915,GRTPR_G14_GDP_PT_W0|S1|G1136_S1314_XDC_R_B1GQ,0.003,1621178719.4791
9102,GEHR_G14_XDC_GF0605_S13_XDC,9479772914.7571,1620679910.2467
10928,GROOPC_G14_XDC_W0|S1|G14513_S1311_XDC,24652292244.3098,1618234069.8991
12038,GRTTXT_G14_GDP_PT_W0|S1|G1155_S13112_XDC_R_B1GQ,0.001,1614000486.813
6450,GADLFD_O_G14_GDP_PT_G93_S1312_XDC_R_B1GQ_W0|S1_F7,0.0417,1611690961.3355
6371,GADLD_T_SSF_G14_GDP_PT_G33_W2|S1314_S1313_XDC_R_B1GQ,-0.0042,1609244842.7391
7235,GALCD_G14_GDP_PT_G63_S1313_XDC_R_B1GQ_W0|S1_F2,1.1256,1607230190.8383
6723,GADLIRC_T_G14_GDP_PT_G33_S1313_XDC_R_B1GQ_W0|S1_F64,0.0397,1602820855.0978
12388,IAOD_BP6_USD,19949168071214.453,1602203591.2867
5670,GADANN_O_G14_GDP_PT_G91_S13_XDC_R_B1GQ_W0|S1_N2N,13.7238,1596440594.8725
1248,FCAC_NUM,2664328.5711,1591060872.4517
12520,IBF_NUM_FS_ODX_IG,77.0974,1588250005.641
168,32CA__XDC,69129423448.8249,1580876859.9711
1329,FCLODMFHF_XDC,1666678364645.2974,1580507364.5839
6203,GADLD_T_CB_G14_XDC_G33_W2|S121_S1313_XDC,58827368.8413,1575699472.0624
11995,GRTTO_G14_GDP_PT_W0|S1|G1156_S1314_XDC_R_B1GQ,0.0065,1574019253.1728
12059,GRTT_G14_GDP_PT_W0|S1|G115_S1314_XDC_R_B1GQ,0.0066,1571336753.6801
5186,GADAFO_V_G14_GDP_PT_G52_S1312_XDC_R_B1GQ_W0|S1_F8,0.1106,1552520778.9185
7306,GALD4NCD_GR_G14_MV_XDC_G63NC|FD4_S1312_XDC,1184797820959.3418,1550613268.8279
4371,GADAFD_HG_G14_GDP_PT_G42_S1313_XDC_R_B1GQ_W2|S1_F,0.6993,1547974239.3948
12630,ILPE_BP6_USD,14823582966745.564,1546470213.8503
1786,FOSAFEA_EUR,4031651517266.9336,1543978634.4861
551,BMIP_BP6_USD,2713706078168.376,1535399884.6202
4713,GADAFFD_V_G14_XDC_G52_S1311_XDC_W0|S1_F7,7918992.2216,1533302372.0024
11529,GRS_G14_GDP_PT_G12|_Z_S1312_XDC_R_B1GQ,4.2161,1524187416.3727
12437,IA_USD_FS_OFX_IIC,91939710392.6715,1524047378.0503
2994,FS_OFM_IPF_NLIC_CIC_XDC,-583605.6317,1518264152.6903
10940,GROOPF_G14_GDP_PT_W0|S1|G14512_S1321_XDC_R_B1GQ,0.0894,1516819833.6336
1843,FOSLA_EUR,32015682.2885,1516156507.0394
11026,GROPE_G14_XDC_W0|S1|G1416_S1313_XDC,393197650.0,1512896837.6908
5999,GADLCD_T_G14_GDP_PT_G33_S13112_XDC_R_B1GQ_W0|S1_F2,1650.2144,1511536010.9557
9448,GENO_G14_XDC_GF0506_S1311B_XDC,408370201325.4738,1510674574.9451
13062,RAFA_USD,4955306022199.509,1493926198.1192
707,DA_EUR_FS_ODX_IPC,9794305851347.93,1490530904.0011
486,BCG_GRTPAY_G01_XDC,56617111071.6641,1486282307.9787
1102,FASLDEA_EUR,833179497244.2068,1484047013.0719
12984,RACFAMPDL_3M_1Y_USD,72777777.7778,1481245280.0006
10200,GESPU_G14_XDC_GF1005_S1311B_XDC,270872226924.5366,1477100731.1775
8034,GALSO_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F3,82.9008,1476998032.2009
12927,RACFACTAON_1M_USD,-434729077.1078,1474903574.1494
12943,RACFACT_1M_USD,-434729077.1078,1474903574.1494
12931,RACFACTA_1M_USD,-434729077.1078,1474903574.1494
549,BMCA_BP6_USD,24502054924652.188,1468547936.2183
4065,GAANV_G14_GDP_PT_G61_S1311_XDC_R_B1GQ_W0|S1_N13N,1.309,1468225488.9425
6558,GADLFO_T_G14_XDC_G33_S13_XDC_W1|S1_F8,-211294082377.1696,1466748878.1404
713,DA_EUR_FS_ODX_IPO,327397746142.8571,1465786951.6343
13292,_7M_D_USD,540953365505.3965,1455652744.038
12903,RACFACBFIO_1M_USD,4766578824.2359,1455533483.1131
4166,GADAFAE_V_G14_GDP_PT_G52_S13_XDC_R_B1GQ_W0|S1_F5,4.8674,1454399951.743
11189,GROSI_G14_XDC_W0|S1|G1424_S13_XDC,49143923855.131,1451537924.9189
2368,FS_ODX_AFLNP_FSPN_EUR,704140606996.7246,1451355490.3983
534,BFPLXF_BP6_USD,1379001840269.9084,1450010633.7247
80,21____USD,303950541772.1762,1447837647.5338
941,DSD_NUM_FS_ODX_IPC,8544.585,1444251359.7166
2590,FS_ODX_INI_EUR,133716281280.7178,1436583315.9605
9434,GENM_G14_XDC_GF0501_S1312_XDC,9517531462.39,1429482500.4933
4069,GAANV_G14_GDP_PT_G61_S1321_XDC_R_B1GQ_W0|S1_N13N,1.3349,1427545657.587
6771,GADLIRP_T_G14_GDP_PT_G33_S1313_XDC_R_B1GQ_W0|S1_F63_65,0.2849,1427378251.5821
3595,GAAFFD_G14_XDC_G62_S1313_XDC_W0|S1_F7,4844689585.5873,1423839811.1697
560,BXCA_BP6_USD,24688284193988.82,1422804531.7606
6332,GADLD_T_ODX_G14_XDC_G33_W2|S122_S1314_XDC,-12177255448.0912,1422456478.3651
13063,RAFA_XDR,2676632546606.2866,1422219522.0363
9306,GELH_G14_GDP_PT_GF0703_S1312_XDC_R_B1GQ,10.8284,1419206408.2269
13058,RAFA_G_USD,3617616508392.5103,1413729598.0967
729,DA_EUR_FS_OFX_IICLIC,228462000.0,1410717181.1498
12384,IADE_BP6_USD,17154040570699.219,1398512900.6337
7708,GALFD_G14_XDC_G63_S1314_XDC_W0|S1_F7,12822940686.1394,1397613860.9972
13167,RAXGFX_XDR,2388543836994.8745,1393085310.9759
11417,GRSO_G14_GDP_PT_W0|S1|G122_S1312_XDC_R_B1GQ,3.4436,1392306214.4517
2572,FS_ODX_INBT_EUR,48013473445.9075,1391426956.5269
250,42BX_V1_XDC,95634722.2222,1389399098.5288
12648,IOWF_BP6_USD,17801349017.5596,1388374972.0606
510,BFDAE_BP6_USD,892306301494.9948,1387633413.2548
4277,GADAFDF_T_G14_GDP_PT_G32_S1321_XDC_R_B1GQ_W2|S1_F7,-0.2764,1386434736.5318
823,DBD_NUM_FS_ODX_X,26365.7028,1382763635.3553
7952,GALIRS_T_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W0|S1_F66,0.035,1382301022.9202
10202,GESPU_G14_XDC_GF1005_S1312_XDC,935442128.6333,1382218294.6196
1404,FCRODUH_PE_NUM,28080053.7268,1376158449.3283
6308,GADLD_T_NFC_G14_GDP_PT_G33_W2|S11_S1314_XDC_R_B1GQ,-0.7604,1375072706.829
3922,GAANFO_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N11PN,8.731,1371763057.2355
10936,GROOPF_G14_GDP_PT_W0|S1|G14512_S1311_XDC_R_B1GQ,0.0919,1369821442.7353
13217,TE_NUM_FS_ODX_IGB,8.95,1368323154.5237
3496,GAAFD_ODX_G14_XDC_G62_W2|S122_S1311B_XDC,333024065985.622,1366033584.6557
8876,GEGPT_G14_XDC_GF0108_S1314_XDC,224003456869.9707,1364581190.9728
6809,GADLIR_HG_G14_XDC_G43_S1311_XDC_W0|S1_F6,17698480355.8277,1358059294.4401
9181,GEI_G14_GDP_PT_G24|_Z_S1321_XDC_R_B1GQ,25919.6891,1351224739.5032
9189,GEI_G14_GDP_PT_W0|S1|G24_S1321_XDC_R_B1GQ,25919.6891,1351224739.5032
432,BCG_GADLIR_T_G01_XDC,5678019073.2796,1347573770.7743
2332,FS_ODX_AFLG_NFC_EUR,2954901578769.206,1345534536.7249
1005,EDGE_XDR_OZT_RATE,313.072,1342075767.6782
10138,GESPP_G14_GDP_PT_GF1009_S1312_XDC_R_B1GQ,2.8296,1339941889.2452
8552,GEEO_G14_XDC_GF0908_S1311B_XDC,1335804884066.7651,1337654651.0711
4692,GADAFFD_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W0|S1_F7,-0.751,1335964848.7111
10956,GROOPP_G14_GDP_PT_W0|S1|G14511_S1321_XDC_R_B1GQ,0.0862,1333286249.9058
6758,GADLIRN_T_G14_GDP_PT_G33_S13_XDC_R_B1GQ_W0|S1_F61,0.0172,1332675111.8465
10911,GROOC_G14_XDC_W0|S1|G1452_S1311B_XDC,1278446476.1905,1331920741.1185
1004,EDGE_USD_OZT_RATE,434.4351,1325316660.0612
10935,GROOPF_G14_GDP_PT_W0|S1|G14512_S1311B_XDC_R_B1GQ,0.0812,1324416535.849
11029,GROPE_G14_XDC_W0|S1|G1416_S13_XDC,5754123029.5668,1320255938.8203
5523,GADANI_O_G14_GDP_PT_G91_S1313_XDC_R_B1GQ_W0|S1_N12N,-0.1617,1316478424.9994
1831,FOSF_EUR,1798282582021.2576,1307354311.9953
9340,GELP_G14_GDP_PT_GF0704_S1314_XDC_R_B1GQ,4.1776,1303609973.8996
1372,FCNODCS_NUM,40854898.4564,1301023904.2133
12902,RACFACBFIO_1M_3M_USD,123406114.3239,1299332353.0841
13157,RAPFAOOR_1M_3M_USD,-6094574927.2998,1298618805.1675
6221,GADLD_T_CG_G14_XDC_G33_W2|S1311_S1321_XDC,22948541289.1777,1294119974.0264
591,CG01_GADAFO_T_G01_XDC,21878514306.2095,1293590278.4168
10930,GROOPC_G14_XDC_W0|S1|G14513_S1313_XDC,2228709411.5851,1292508631.6832
7930,GALIRN_T_G14_XDC_G63_S1312_XDC_W0|S1_F61,1917431000.0,1287383499.8363
917,DE_NUM_FS_OFX_ICFIML,1526.0,1287234474.2464
3234,GAAFDA_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W2|S1_F5,44.509,1286312203.6068
1835,FOSG_EUR,845779737529.7146,1285382815.6583
749,DA_USD_FS_ODX_XO,901763481.498,1282553381.667
6047,GADLDC_T_G14_GDP_PT_G33_S13112_XDC_R_B1GQ_W2|S1_F2,1650.2453,1280054284.1776
1549,FFCADG_EUR,320074329.7062,1278021169.0706
12386,IAD_BP6_USD,21598529392822.312,1277538632.3478
12509,IBD_NUM_FS_ODX_XMFI,40.0,1274214852.2804
8736,GEGK_IO_G14_XDC_1A|S1|G26K_S1311B_XDC,27955117399.381,1272752113.9753
10912,GROOC_G14_XDC_W0|S1|G1452_S1311_XDC,16701766329.6995,1269101693.2405
2023,FSNKNL_FSKNL_EUR,356454644541.7366,1267438931.4997
4287,GADAFDI_T_G14_GDP_PT_G32_S13112_XDC_R_B1GQ_W2|S1_F6,-0.0001,1257496964.1399
4708,GADAFFD_V_G14_GDP_PT_G52_S1314_XDC_R_B1GQ_W0|S1_F7,0.0023,1256819143.6853
12640,IOWD_BP6_USD,271428166844.0666,1255789337.4929
9100,GEHR_G14_XDC_GF0605_S1314_XDC,13030.6666,1253782248.2644
1053,FASAON_EUR,493.556,1251185489.006
4807,GADAFFS_T_G14_XDC_G32_S13112_XDC_W1|S1_F3,-167986893525.0766,1250712927.359
4709,GADAFFD_V_G14_GDP_PT_G52_S1321_XDC_R_B1GQ_W0|S1_F7,0.0022,1248017827.228
7125,GADL_HG_G14_GDP_PT_G43_S1321_XDC_R_B1GQ_W0|S1_F,25.0671,1247557849.73
9103,GEHS_G14_GDP_PT_GF0604_S13112_XDC_R_B1GQ,0.0293,1242820069.0705
1010,EECUNA_XEU_XDC_RATE,42574585089.6826,1241679881.7902
9743,GEOPW_G14_XDC_W0|S1|G2812_S13112_XDC,955707.0018,1240472933.0636
5203,GADAFSO_HG_G14_GDP_PT_G42_S1313_XDC_R_B1GQ_W0|S1_F3,0.0678,1234387441.724
3505,GAAFD_OFX_G14_GDP_PT_G62_W2|S12R_S1311_XDC_R_B1GQ,23.1577,1232049773.1545
6819,GADLIR_O_G14_GDP_PT_G93_S1313_XDC_R_B1GQ_W0|S1_F6,0.2972,1227204737.5215
13190,TA_EUR_FS_ODX_IPC,890388203578.01,1225121751.8216
12907,RACFACBFIR_1M_USD,10900000.0,1224174160.0643
12909,RACFACBFIR_USD,10900000.0,1224174160.0643
12657,ISD_NUM_FS_ODX_IGC,1.0,1223863444.3108
7090,GADLSO_T_G14_GDP_PT_G33_S1312_XDC_R_B1GQ_W0|S1_F3,4.4744,1222570878.5282
13229,TE_NUM_FS_ODX_IPCU,8114.635,1217106358.1409
13047,RAFAGOLDV_OZT,991836337.0488,1209759855.1196
7962,GALIRS_T_G14_XDC_G63_S1312_XDC_W0|S1_F66,395883959.9154,1209188833.7085
10985,GROO_G14_GDP_PT_W0|S1|G145_S1312_XDC_R_B1GQ,0.0252,1208479868.0242
8778,GEGPD_G14_GDP_PT_GF0107_S1312_XDC_R_B1GQ,10.0868,1205497876.8397
12911,RACFACB_1M_USD,132249432420.4928,1203610893.746
9178,GEI_G14_GDP_PT_G24|_Z_S1312_XDC_R_B1GQ,9.5635,1199535651.968
9186,GEI_G14_GDP_PT_W0|S1|G24_S1312_XDC_R_B1GQ,9.5635,1199535651.968
10328,GEST_OS_G14_XDC_W2|S1L|G25_S1311B_XDC,467349860624.4878,1197425420.1054
7756,GALFL_G14_XDC_G63_S1314_XDC_W1|S1_F4,6493215871.5584,1195540912.1908
8466,GEDR_G14_XDC_GF0204_S1312_XDC,81457.5032,1195516157.6588
9704,GEOPP_G14_GDP_PT_W0|S1|G2813_S1311B_XDC_R_B1GQ,3.0224,1193665648.5867
2067,FSTFPF_PT,94.2133,1193379079.3684
4076,GAANV_G14_XDC_G61_S1314_XDC_W0|S1_N13N,158854741.3837,1192995936.9554
93,22CB__XDC,1661213273.0,1189296862.7316
11126,GROPW_G14_GDP_PT_W0|S1|G1413_S13112_XDC_R_B1GQ,0.0058,1188939563.1237
3510,GAAFD_OFX_G14_GDP_PT_G62_W2|S12R_S13_XDC_R_B1GQ,27.265,1187599407.3
1796,FOSAOF_EUR,2789741673520.2705,1187577798.9623
8447,GEDNEC_G14_XDC_GF0205_S13112_XDC,2295327753.2957,1185296757.1252
3752,GAAFF_IO_G14_XDC_G62_1A|S1_S1311B_XDC,13870054585.4083,1171010449.6416
1759,FMB_SA_XDC,501157190874.8372,1168124239.7525
10969,GROOP_G14_GDP_PT_W0|S1|G1451_S1312_XDC_R_B1GQ,0.0284,1166996414.9685
1863,FOSSEA_EUR,124398679329.5454,1164806933.641
2988,FS_OFM_IPF_NLIC_ANF_XDC,24376180.4319,1161073167.0984
10216,GESPV_G14_XDC_GF1003_S1311B_XDC,408597030260.3592,1159772064.7955
1259,FCAODC_NUM,5659298206.2583,1157883247.3724
1401,FCRODMFH_PE_NUM,25064229.7022,1156673494.3276
8298,GECESI_G14_GDP_PT_W0|S1|G2122_S1312_XDC_R_B1GQ,2.9426,1155996863.1738
1125,FASMBLD_EUR,832795371335.307,1154967997.0206
11920,GRTPR_G14_XDC_W0|S1|G1136_S1311_XDC,22183215537.5426,1154323388.8069
7889,GALIRC_T_G14_GDP_PT_G63_S1311_XDC_R_B1GQ_W0|S1_F64,-0.0252,1152678206.5124
9098,GEHR_G14_XDC_GF0605_S1312_XDC,2124456401.8819,1152630562.2109
1791,FOSAG_EUR,983496552605.3132,1146489715.6459
2660,FS_ODX_PNL_EUR,86382435729.4759,1145763580.3742
3056,FS_OFM_IPF_NLIC_PE_XDC,76296584.5659,1142695241.5022
11924,GRTPR_G14_XDC_W0|S1|G1136_S1321_XDC,13671702325.0844,1142236023.6737
9706,GEOPP_G14_GDP_PT_W0|S1|G2813_S1312_XDC_R_B1GQ,0.2642,1141451035.7537
13041,RAFAGOLDM_USD,451984406748.2542,1139854720.7432
3842,GAAFSO_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W0|S1_F3,48.929,1139198050.4855
6898,GADLLS_T_G14_GDP_PT_G33_S1312_XDC_R_B1GQ_W0|S1_F4,4.454,1137310543.5258
667,CG01_GRTO_G01_CA_XDC,122304494039.7657,1135338543.8267
8743,GEGPB_G14_GDP_PT_GF0104_S13112_XDC_R_B1GQ,0.3837,1133371089.0617
118,25___V3_XDC,12393000000.0,1129598636.3776
7921,GALIRN_T_G14_GDP_PT_G63_S1311_XDC_R_B1GQ_W0|S1_F61,0.2873,1129059863.1346
2373,FS_ODX_AFLREC_EUR,836333174983.4763,1125995757.2315
2374,FS_ODX_AFLREC_FSCR_EUR,836333174983.4763,1125995757.2315
1751,FMBCD_XDC,19158644330.5223,1125931151.4321
619,CG01_GADLO_T_G01_XDC,37680038747.1745,1125156038.057
10338,GEST_PCO_G14_GDP_PT_W2|S1K1|G25_S1312_XDC_R_B1GQ,3.7957,1124444875.1741
1120,FASMBCEA_EUR,806062601216.1318,1120185142.316
10879,GRG_IO_G14_XDC_1A|S1|G13_S1311B_XDC,5038613407275.479,1118882555.1772
1526,FDSLSEA_EUR,124398679329.5454,1116075374.3411
3509,GAAFD_OFX_G14_GDP_PT_G62_W2|S12R_S1321_XDC_R_B1GQ,23.9071,1110798188.915
6556,GADLFO_T_G14_XDC_G33_S1314_XDC_W1|S1_F8,1201374543.1516,1101228264.1203
4975,GADAFIR_T_G14_GDP_PT_G32_S13112_XDC_R_B1GQ_W0|S1_F6,-0.0001,1100710692.9889
10902,GROOC_G14_GDP_PT_W0|S1|G1452_S13112_XDC_R_B1GQ,0.023,1100034117.1253
10949,GROOPF_G14_XDC_W0|S1|G14512_S13_XDC,205693442.4897,1099132459.2787
9423,GENM_G14_GDP_PT_GF0501_S13112_XDC_R_B1GQ,0.4621,1096939470.7577
3562,GAAFFA_G14_XDC_G62_S1312_XDC_W1|S1_F5,199076112.6965,1095494724.6341
6568,GADLFSDR_T_G14_XDC_G33_S1311B_XDC_W1|S1_F12,-794621787.805,1094991712.6438
5826,GADAN_O_G14_GDP_PT_G91_S1312_XDC_R_B1GQ_W0|S1_NN,2.7993,1094669931.5322
1445,FDSAFEA_EUR,4623743257244.088,1093500445.4566
9266,GEKC_G14_GDP_PT_W0|S1|G23_S1312_XDC_R_B1GQ,11.8274,1090753378.7831
9258,GEKC_G14_GDP_PT_G23|_Z_S1312_XDC_R_B1GQ,11.8274,1090753378.7831
9111,GEHS_G14_XDC_GF0604_S13112_XDC,410030.0,1090251147.3881
8834,GEGPO_G14_XDC_GF0106_S1312_XDC,712387169956.0273,1083857612.0019
7891,GALIRC_T_G14_GDP_PT_G63_S1313_XDC_R_B1GQ_W0|S1_F64,2.3591,1080310273.1601
4227,GADAFCD_V_G14_GDP_PT_G52_S1313_XDC_R_B1GQ_W0|S1_F2,-0.0253,1079992140.9128
927,DSD_NUM_FS_ODX_I,9061.2706,1072770415.6237
12429,IA_USD_FS_ODX_IPC,1108330306447.7043,1067119496.8194
13154,RAPFAOOP_1M_USD,-9034480352.4552,1065931026.9884
2671,FS_ODX_RE_EUR,34889430087.128,1065230250.5383
13255,TE_NUM_FS_OFX_INIF,2681.6154,1064908723.9291
5283,GADAF_HG_G14_GDP_PT_G42_S1313_XDC_R_B1GQ_W0|S1_F,0.7597,1063600190.4378
3753,GAAFF_IO_G14_XDC_G62_1A|S1_S1311_XDC,13927762045.4083,1063408443.7911
3758,GAAFF_IO_G14_XDC_G62_1A|S1_S13_XDC,13927762045.4083,1063408443.7911
8044,GALSO_G14_XDC_G63_S1314_XDC_W0|S1_F3,139965873271.5229,1062064018.0082
2393,FS_ODX_AFL_FX_FSFC_EUR,2829332669238.4116,1058726241.3065
4441,GADAFD_T_CG_G14_XDC_G32_W2|S1311_S1311_XDC,55949367534.1255,1058486614.4115
12587,IE_NUM_FS_ODX_XMFI,4.0,1056508185.1171
6179,GADLD_T_BCG_G14_GDP_PT_G33_W2|S13111_S1313_XDC_R_B1GQ,0.0147,1054848724.9859
8583,GEER_G14_XDC_GF0907_S13112_XDC,1853483213.1343,1051993546.7097
901,DE_NUM_FS_ODX_IPMFI,1257.5417,1050554284.8523
520,BFF_BP6_USD,23580458529.4381,1047979487.9733
8843,GEGPR_G14_GDP_PT_GF0105_S1313_XDC_R_B1GQ,0.1271,1043603185.9075
7074,GADLSO_O_G14_GDP_PT_G93_S1312_XDC_R_B1GQ_W0|S1_F3,0.1353,1039824171.7512
5064,GADAFLS_V_G14_XDC_G52_S1311B_XDC_W0|S1_F4,-291871533132.9269,1039458175.1965
750,DA_USD_FS_OFX_I,598008367110.167,1039239899.969
10008,GERR_G14_XDC_GF0804_S1311B_XDC,43607036276.6568,1037709515.1308
10234,GESPX_G14_XDC_GF1007_S1312_XDC,6794900322.2231,1037669944.4738
10210,GESPV_G14_GDP_PT_GF1003_S1312_XDC_R_B1GQ,0.024,1037569537.0173
13042,RAFAGOLDM_XDR,325905387672.5554,1033320464.0238
939,DSD_NUM_FS_ODX_IP,8874.3238,1031879674.3724
9330,GELM_G14_XDC_GF0701_S1312_XDC,10549710991.453,1029728656.4094
2970,FS_OFM_IPF_NLIC_AFRRCO_XDC,12787441.3134,1027096907.5615
7986,GALLS_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F4,64.7164,1024634626.3262
13208,TA_XDC_FS_ODX_XD,855563333.89,1022734736.3585
13080,RAMFDAO_USD,125118276.3143,1020879482.2997
3434,GAAFD_GG_G14_XDC_G62_W2|S13_S1312_XDC,79596311265.3304,1020396287.7679
13017,RACFAPPL_USD,260209523.8095,1020288446.8161
13078,RAMDV_USD,-42104544985.0911,1019793687.9418
6525,GADLFI_T_G14_XDC_G33_S1321_XDC_W1|S1_F6,78354166666.6667,1013153409.2855
6521,GADLFI_T_G14_XDC_G33_S1311_XDC_W1|S1_F6,78354166666.6667,1013153409.2855
1096,FASF_USD,-67905146386.3147,1011738496.5722
4923,GADAFF_T_NRESO_G14_XDC_G32_W1|S1V_S1313_XDC,95248431.8626,1010572376.6473
7336,GALD4_NT_G14_MV_XDC_G63N|FD4_S1311B_XDC,4499507838729.906,1007963626.6842
235,40__S_XDC,2705747169.8113,1007752964.7601
14,12B___XDC,2457652789.6843,1005491428.4774
10194,GESPU_G14_GDP_PT_GF1005_S1312_XDC_R_B1GQ,0.1336,1004899348.2569
11494,GRSS_G14_GDP_PT_W0|S1|G121_S13112_XDC_R_B1GQ,7.1628,1004852150.9676
1413,FCROODC_NUM,1597981.5006,1004036260.7406
4659,GADAFFD_HG_G14_GDP_PT_G42_S1313_XDC_R_B1GQ_W0|S1_F7,0.0128,1003339704.4319
13077,RAMDVS_USD,-46821726620.4712,1003060369.4616
10917,GROOC_G14_XDC_W0|S1|G1452_S13_XDC,18631618588.0921,1002556061.2274
12046,GRTTXT_G14_XDC_W0|S1|G1155_S13112_XDC,3206451.6129,1002192519.3765
5298,GADAF_O_G14_GDP_PT_G92_S1312_XDC_R_B1GQ_W0|S1_F,3.0556,998667650.7959
2365,FS_ODX_AFLNP_FSANL_EUR,715809180225.253,996780565.6924
6768,GADLIRP_T_G14_GDP_PT_G33_S1311B_XDC_R_B1GQ_W0|S1_F63_65,2.5109,995779088.3877
12636,IOWDM_BP6_USD,-15323533596.616,994217534.3047
9474,GENR_G14_GDP_PT_GF0505_S1312_XDC_R_B1GQ,0.0434,992011248.6478
1531,FDSOIEA_EUR,-169428999598.7864,991930187.6698
3424,GAAFD_GG_G14_GDP_PT_G62_W2|S13_S1311B_XDC_R_B1GQ,60.8047,989626593.123
4374,GADAFD_HG_G14_GDP_PT_G42_S13_XDC_R_B1GQ_W2|S1_F,13.8566,989513091.0928
3937,GAANFW_G14_GDP_PT_G61_S1311_XDC_R_B1GQ_W0|S1_N114N,4.0007,988697273.8641
595,CG01_GADAFXF_T_G01_CA_XDC,109590796296.2521,987059284.244
