,features,feature_sums,VIF
10166,GESPR_G14_XDC_GF1008_S13_XDC,-62923996904.2972,985752083.0615
7630,GALD_OFX_G14_XDC_G63_W2|S12R_S13_XDC,5238800602210.56,979681468.0541
7537,GALD_GG_G14_GDP_PT_G63_W2|S13_S1311_XDC_R_B1GQ,20.4735,979532844.2637
9761,GEOP_G14_XDC_W0|S1|G281_S1311_XDC,363434879735.8048,975315254.6934
1428,FCSODMFH_XDC,2335236460108.819,974926241.3491
7625,GALD_OFX_G14_XDC_G63_W2|S12R_S1311_XDC,5085581907786.142,972693821.1541
12644,IOWFA_BP6_USD,49331780096.3211,969544495.8271
6096,GADLDL_T_G14_GDP_PT_G33_S1311B_XDC_R_B1GQ_W2|S1_F4,39777.5591,969363668.8275
1395,FCRODCH_PE_NUM,835258228.285,965118934.0253
5538,GADANI_T_G14_CA_GDP_PT_G31|N12N_S1312_XDC_R_B1GQ,1.5963,963435841.3459
3009,FS_OFM_IPF_NLIC_IINFI_XDC,3266097.5508,956925825.0411
9162,GEI_G14_CA_GDP_PT_G24|_Z_S1312_XDC_R_B1GQ,5.2,956062562.9957
9088,GEHR_G14_GDP_PT_GF0605_S1311B_XDC_R_B1GQ,0.2308,955334588.7789
7410,GALDL_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W2|S1_F4,41.3285,954810918.8371
4293,GADAFDI_T_G14_GDP_PT_G32_S1321_XDC_R_B1GQ_W2|S1_F6,0.3788,954284789.5689
4717,GADAFFD_V_G14_XDC_G52_S1321_XDC_W0|S1_F7,48447196.2744,953943081.0039
885,DE_NUM_FS_ODX_IGB,13.0,951729887.4233
3890,GAANFB_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N11KN,136.0057,951194088.5911
7221,GALAE_G14_GDP_PT_G63_S1321_XDC_R_B1GQ_W0|S1_F5,0.0785,950447730.9358
9730,GEOPR_G14_XDC_W0|S1|G2814_S1312_XDC,524611223.0625,947617815.4459
1851,FOSLGEA_EUR,150048005032.754,944699662.5022
3584,GAAFFD_G14_GDP_PT_G62_S1311B_XDC_R_B1GQ_W0|S1_F7,0.713,940593273.3395
6098,GADLDL_T_G14_GDP_PT_G33_S1312_XDC_R_B1GQ_W2|S1_F4,4.339,939217414.1406
569,CG01_GAAFFD_G01_XDC,283500000.0,937545005.7177
8416,GEDF_G14_XDC_GF0203_S1311B_XDC,3219028854.7805,936493898.7572
9722,GEOPR_G14_GDP_PT_W0|S1|G2814_S1312_XDC_R_B1GQ,0.0093,935650276.5536
1776,FOSAAO_EUR,30.3,935152910.236
4180,GADAFCD_HG_G14_GDP_PT_G42_S1314_XDC_R_B1GQ_W0|S1_F2,0.0013,933306412.1862
11675,GRTGSS_G14_GDP_PT_W0|S1|G1144_S1314_XDC_R_B1GQ,0.4514,932287844.49
4289,GADAFDI_T_G14_GDP_PT_G32_S1311_XDC_R_B1GQ_W2|S1_F6,0.0023,931617388.8213
7591,GALD_NFC_G14_XDC_G63_W2|S11_S13112_XDC,28452277047.619,931273519.615
4762,GADAFFL_T_G14_XDC_G32_S1312_XDC_W1|S1_F4,-738645701.8089,930935773.3372
4163,GADAFAE_V_G14_GDP_PT_G52_S1313_XDC_R_B1GQ_W0|S1_F5,0.3339,930897288.3182
12889,RACFACBAIMF_USD,86722518846.3213,929156960.0684
11514,GRS_G14_CA_GDP_PT_G12|_Z_S1313_XDC_R_B1GQ,3.2426,928427258.6832
6713,GADLF_V_G14_XDC_G53_S1311_XDC_W1|S1_F,3211254633.721,927954938.955
1696,FG_NUM_FS_OFX_IIC,2.0,927414628.1302
1694,FG_NUM_FS_OFX_I,2.0,927414628.1302
1624,FFSAP_EUR,124131415.7449,926372476.2633
6024,GADLCD_V_G14_XDC_G53_S1311B_XDC_W0|S1_F2,-39566079.3017,925671112.6133
4292,GADAFDI_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W2|S1_F6,0.3771,924867190.4632
863,DBF_NUM_FS_ODX_IPO,17.987,924576875.0384
6715,GADLF_V_G14_XDC_G53_S1313_XDC_W1|S1_F,-8567135062.4131,923505862.6757
9095,GEHR_G14_XDC_GF0605_S13112_XDC,174088590.7075,922613072.375
8794,GEGPF_G14_GDP_PT_GF0102_S1312_XDC_R_B1GQ,0.0191,922132581.7279
1745,FMA_SA_XDC,95306243243.2432,920256040.9678
12417,IA_EUR_FS_ODX_X,34998662634.4444,919670471.271
4294,GADAFDI_T_G14_GDP_PT_G32_S13_XDC_R_B1GQ_W2|S1_F6,0.3818,918492854.0492
1732,FIMM_MIN_PA,12.7418,918257917.0841
443,BCG_GALCD_G01_XDC,6790309287.0968,916161926.3591
5219,GADAFSO_O_G14_GDP_PT_G92_S1313_XDC_R_B1GQ_W0|S1_F3,0.186,915944014.1216
7914,GALIRL_T_G14_XDC_G63_S1312_XDC_W0|S1_F62,404200000.0,913748517.3336
3051,FS_OFM_IPF_NLIC_PEG_XDC,91197873.3631,912617537.7908
6185,GADLD_T_BCG_G14_XDC_G33_W2|S13111_S1311_XDC,25728508114.8201,909597781.7435
7657,GALD_SSF_G14_XDC_G63_W2|S1314_S1311_XDC,146587970298.7122,909498863.2516
3410,GAAFD_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W2|S1_F,119.5909,906042016.2777
9890,GEPR_G14_XDC_GF0305_S1312_XDC,1712987320.8502,905437253.5652
10432,GES_IK_G14_GDP_PT_W0|S1|G2M27B_S1311B_XDC_R_B1GQ,2.0049,904182583.0943
10913,GROOC_G14_XDC_W0|S1|G1452_S1312_XDC,8275000.0,902160404.9928
3610,GAAFFF_G14_XDC_G62_S1312_XDC_W1|S1_F7,29946708.9513,901384155.4583
9754,GEOP_G14_GDP_PT_W0|S1|G281_S1312_XDC_R_B1GQ,0.3113,900024206.7623
1367,FCNODCHF_NUM,240600891.3197,899755747.2154
6204,GADLD_T_CB_G14_XDC_G33_W2|S121_S1314_XDC,134088888.8889,898534061.6623
3936,GAANFW_G14_GDP_PT_G61_S1311B_XDC_R_B1GQ_W0|S1_N114N,3.4819,897216474.5841
10957,GROOPP_G14_GDP_PT_W0|S1|G14511_S13_XDC_R_B1GQ,0.0944,896896813.1185
6217,GADLD_T_CG_G14_XDC_G33_W2|S1311_S1311_XDC,25207658050.7048,896628073.5974
5554,GADANI_T_G14_GDP_PT_G31_S1312_XDC_R_B1GQ_W0|S1_N12N,1.2633,896583180.3383
767,DA_XDC_FS_ODX_IGS,1443286417924.0781,894302677.7494
1609,FFSAF_EUR,742746169.9267,894142789.9399
246,42A__V1_XDC,1401333550.9404,893667459.3519
1770,FOSAACEA_EUR,63169687466.3547,893059440.2079
4748,GADAFFI_T_G14_XDC_G32_S1314_XDC_W1|S1_F6,-5959106.7024,892841138.1347
1180,FA_XDC_FS_ODX_IGC,150501755179.4272,891408274.6372
4728,GADAFFF_T_G14_XDC_G32_S1311B_XDC_W1|S1_F7,-48749999.836,888759796.023
7678,GALFA_G14_XDC_G63_S13_XDC_W1|S1_F5,66650284.1181,887011866.684
3492,GAAFD_ODX_G14_GDP_PT_G62_W2|S122_S1314_XDC_R_B1GQ,6.4744,885858410.4372
254,42B___XDC,65592795867.2337,885841857.1466
2676,FS_ODX_SD_EUR,65946127721.2879,885135695.3405
1573,FFCDG_EUR,-375758258.2685,885113428.4804
783,DA_XDC_FS_ODX_XDV,390056094439.31,884117090.6292
1731,FIMM_MAX_PA,17.5274,881353849.21
4175,GADAFCD_HG_G14_GDP_PT_G42_S13112_XDC_R_B1GQ_W0|S1_F2,0.0438,878833714.3032
2982,FS_OFM_IPF_NLIC_AINBT_XDC,5000835.0749,878540639.8956
3019,FS_OFM_IPF_NLIC_INBT_XDC,5000835.0749,878540639.8956
8954,GEG_FG_G14_XDC_W1|S13|G26_S1312_XDC,11975367578.0352,878146553.6109
8644,GEE_G14_XDC_GF09_S1314_XDC,7108107075.2034,877631203.7654
10298,GEST_G14_GDP_PT_W0|S1|G25_S1312_XDC_R_B1GQ,8.8273,876388830.025
10290,GEST_G14_GDP_PT_G25|_Z_S1312_XDC_R_B1GQ,8.8273,876388830.025
9089,GEHR_G14_GDP_PT_GF0605_S1311_XDC_R_B1GQ,0.2802,876222241.1883
10007,GERR_G14_XDC_GF0804_S13112_XDC,2832458400.3289,873636579.95
4643,GADAFFC_T_G14_GDP_PT_G32_S1313_XDC_R_B1GQ_W1|S1_F2,0.015,872743859.2429
1979,FSGDPIC_PT,114.6328,871426488.3548
730,DA_EUR_FS_OFX_INIF,156208000.0,871189814.1759
10681,GRGC_FG_G14_GDP_PT_W1|S13|G13C_S1312_XDC_R_B1GQ,21.3946,870337404.0692
13011,RACFAPPLWP_1M_USD,71309523.8095,862400372.2918
3030,FS_OFM_IPF_NLIC_LO_XDC,3122793.0846,861982682.3252
12432,IA_USD_FS_ODX_X,13575986301.0,861101094.6594
940,DSD_NUM_FS_ODX_IPB,6.2,858597313.017
13144,RAPFAOIRR_USD,42787077584.5319,857864285.6474
3750,GAAFF_IO_G14_GDP_PT_G62_1A|S1_S13_XDC_R_B1GQ,0.2919,856301918.0131
3745,GAAFF_IO_G14_GDP_PT_G62_1A|S1_S1311_XDC_R_B1GQ,0.2919,856301918.0131
9466,GENP_G14_XDC_GF0503_S1312_XDC,2473870560.0427,856085917.1841
1405,FCRODUS_PE_NUM,1028483.7165,852139213.2831
7789,GALFSDR_G14_XDC_G63_S1321_XDC_W1|S1_F12,26449023092.7556,846974322.8437
3986,GAANNI_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N2KN,0.1322,846200973.757
13170,RAXG_USD,3573540392519.034,845172247.28
3011,FS_OFM_IPF_NLIC_IINIC_XDC,240460.2915,844317728.1654
9319,GELM_G14_GDP_PT_GF0701_S13112_XDC_R_B1GQ,0.9029,840697879.9837
3749,GAAFF_IO_G14_GDP_PT_G62_1A|S1_S1321_XDC_R_B1GQ,0.2923,840214797.5783
12431,IA_USD_FS_ODX_IPO,32454762867.5805,838568030.3398
10134,GESPH_G14_XDC_GF1006_S13_XDC,293380872101.9944,838242914.8302
533,BFPLEXF_BP6_USD,558506187326.5742,837502552.7819
777,DA_XDC_FS_ODX_IPS,408968666269.966,832517202.44
13049,RAFAGOLD_XDR,35763104086.9434,831000250.9221
1564,FFCAOP_EUR,1832200107.5496,830566767.8786
925,DE_NUM_FS_OFX_IPF,3267.0553,829214442.313
1178,FA_XDC_FS_ODX_IG,503951003179.4271,827455904.0379
4876,GADAFF_T_G14_XDC_G32_S1314_XDC_W1|S1_F,46912699811.2587,827209004.6271
7299,GALD4NCD_GR_G14_MV_GDP_PT_G63NC|FD4_S1313_XDC_R_B1GQ,87.6581,826915637.535
6583,GADLFS_T_G14_XDC_G33_S13112_XDC_W1|S1_F3,445983872.2062,826278435.5218
6163,GADLD_O_G14_GDP_PT_G93_S1313_XDC_R_B1GQ_W2|S1_F,1.0277,825969973.2802
2364,FS_ODX_AFLNP_EUR,684876124172.7065,825868793.9026
4325,GADAFDM_T_G14_GDP_PT_G32_S1321_XDC_R_B1GQ_W2|S1_F1,0.0,825555189.3699
845,DBF_NUM_FS_ODX_IG,728.2187,821629462.5904
12642,IOWE_BP6_USD,793625223607.0916,820858069.3103
10154,GESPR_G14_GDP_PT_GF1008_S1312_XDC_R_B1GQ,0.0066,819155543.1413
3476,GAAFD_NFC_G14_GDP_PT_G62_W2|S11_S1314_XDC_R_B1GQ,7.907,818592280.9683
1651,FFSL_EUR,3841512.2062,817408506.1549
6613,GADLF_O_G14_GDP_PT_G93_S1321_XDC_R_B1GQ_W1|S1_F,17.2086,817398343.5813
1864,FOSSXEA_EUR,2258967581047.46,816064126.0494
9866,GEPP_G14_GDP_PT_GF0304_S1312_XDC_R_B1GQ,0.4571,815880952.5624
1397,FCRODCS_PE_NUM,24318295.2908,815410976.757
11885,GRTPN_G14_GDP_PT_W0|S1|G1135_S13_XDC_R_B1GQ,3.306,814007823.4788
13117,RAPFALSDII_1M_3M_USD,288654300.8567,812997055.3984
7938,GALIRP_T_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F63_65,11.7618,810790599.6406
8111,GEAA_G14_GDP_PT_GF0402_S13112_XDC_R_B1GQ,1742.7781,810484182.7024
1277,FCBODC_NUM,738641.8795,806575179.95
10431,GES_IK_G14_GDP_PT_W0|S1|G2M27B_S13112_XDC_R_B1GQ,1.8275,805423144.9313
1636,FFSF_EUR,658713012.8787,805171366.6354
4483,GADAFD_T_GG_G14_GDP_PT_G32_W2|S13_S1313_XDC_R_B1GQ,3.2781,804439677.758
4915,GADAFF_T_NRESO_G14_GDP_PT_G32_W1|S1V_S1313_XDC_R_B1GQ,0.018,804115786.7855
1427,FCSODMFHM_XDC,1952950949255.9624,803351477.0692
3906,GAANFM_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N113N,8.8115,802695547.8644
9475,GENR_G14_GDP_PT_GF0505_S1313_XDC_R_B1GQ,0.0829,798675334.4188
12201,GXCBN_G14_GDP_PT_GNOB|_Z_S1312_XDC_R_B1GQ,-0.1441,797579355.9064
4066,GAANV_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N13N,0.8253,797567632.3401
5771,GADANV_T_G14_CA_XDC_G31|N13N_S1313_XDC,138666581.2947,796944449.2141
4034,GAANNS_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N212N,0.0014,796306187.7414
11184,GROSI_G14_XDC_W0|S1|G1424_S1311_XDC,46006386295.4476,795402227.7606
2651,FS_ODX_OGP_EUR,15481809513.3382,793563533.7422
7724,GALFF_G14_XDC_G63_S1314_XDC_W1|S1_F7,5347200000.0,792324749.6158
4818,GADAFF_HG_G14_GDP_PT_G42_S1312_XDC_R_B1GQ_W1|S1_F,-0.0131,791711469.238
3744,GAAFF_IO_G14_GDP_PT_G62_1A|S1_S1311B_XDC_R_B1GQ,0.2886,791587758.3306
11019,GROPE_G14_GDP_PT_W0|S1|G1416_S1314_XDC_R_B1GQ,0.139,789275074.2632
7362,GALDC_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W2|S1_F2,1.1441,788854655.5619
13059,RAFA_G_XDR,2505518109996.6562,787434069.4597
5218,GADAFSO_O_G14_GDP_PT_G92_S1312_XDC_R_B1GQ_W0|S1_F3,0.0728,787430489.8144
1579,FFCE_EUR,428115430.417,787040297.1744
7542,GALD_GG_G14_GDP_PT_G63_W2|S13_S13_XDC_R_B1GQ,-11.0402,786663269.956
5638,GADANNS_T_G14_GDP_PT_G31_S13_XDC_R_B1GQ_W0|S1_N212N,-0.4484,786193128.3633
10075,GESE_G14_GDP_PT_W0|S1|G273_S1313_XDC_R_B1GQ,2.7106,786177757.1466
8431,GEDM_G14_XDC_GF0201_S13112_XDC,422341493125.9164,785076644.1458
6150,GADLD_HG_G14_GDP_PT_G43_S13_XDC_R_B1GQ_W2|S1_F,9.1674,784831269.344
743,DA_USD_FS_ODX_IPO,45548196510.5924,783403864.9163
7784,GALFSDR_G14_XDC_G63_S1311B_XDC_W1|S1_F12,468261984973.5405,783104245.8266
7394,GALDI_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W2|S1_F6,7.9295,782753562.5919
4002,GAANNL_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N211N,24.6842,782672758.7628
1331,FCLODMFH_XDC,1991906167891.9585,779923164.049
6717,GADLF_V_G14_XDC_G53_S1321_XDC_W1|S1_F,-3996636394.9033,778560780.485
12091,GRT_G14_GDP_PT_G11|_Z_S1314_XDC_R_B1GQ,11.2976,774182504.7169
12099,GRT_G14_GDP_PT_W0|S1|G11_S1314_XDC_R_B1GQ,11.2976,774182504.7169
3218,GAAFCD_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W0|S1_F2,23.5068,773839299.3538
13196,TA_XDC_FS_ODX_ID,365553780123.9785,773722240.1818
6757,GADLIRN_T_G14_GDP_PT_G33_S1321_XDC_R_B1GQ_W0|S1_F61,0.009,772857194.624
4114,GADAFAE_HG_G14_GDP_PT_G42_S1312_XDC_R_B1GQ_W0|S1_F5,1.3017,770739159.4466
1491,FDSCIEA_EUR,742892913749.7771,769411339.861
3479,GAAFD_NFC_G14_XDC_G62_W2|S11_S13112_XDC,140591045400.0,764298070.0557
1767,FOFA_EUR,1163387143.5203,759781261.2867
4050,GAANN_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N2N,24.4055,759539976.5997
3954,GAANF_G14_GDP_PT_G61_S1312_XDC_R_B1GQ_W0|S1_N11N,155.5071,758131149.5572
5637,GADANNS_T_G14_GDP_PT_G31_S1321_XDC_R_B1GQ_W0|S1_N212N,-0.4316,757876818.4805
1536,FDSSXEA_EUR,2258967581047.46,756286265.2519
11289,GROTK_G14_GDP_PT_W00|S1W|G1442_S1312_XDC_R_B1GQ,0.3117,753621205.3072
9161,GEI_G14_CA_GDP_PT_G24|_Z_S1311_XDC_R_B1GQ,25843.5841,752505218.3993
8754,GEGPB_G14_XDC_GF0104_S1312_XDC,13681642800.8035,749170645.1659
2048,FSREPCR_PC_CP_A_PT,34.9539,745740197.6073
12393,IAP_BP6_USD,24862892817438.758,744353570.8464
11385,GRSOI_G14_GDP_PT_W0|S1|G1223_S1312_XDC_R_B1GQ,2.2293,741092950.4951
13171,RAXG_XDR,2469939003565.9805,740946089.5488
6488,GADLFD_V_G14_XDC_G53_S1311B_XDC_W0|S1_F7,35076923.0769,740246723.841
6753,GADLIRN_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W0|S1_F61,0.0114,737628555.3423
7910,GALIRL_T_G14_GDP_PT_G63_S13_XDC_R_B1GQ_W0|S1_F62,0.0437,735721743.6245
9442,GENO_G14_GDP_PT_GF0506_S1312_XDC_R_B1GQ,0.7156,734603457.8644
12912,RACFACB_3M_1Y_USD,22042571185.5748,732575587.1021
6065,GADLDF_T_G14_GDP_PT_G33_S1311_XDC_R_B1GQ_W2|S1_F7,-0.3523,732347935.445
1630,FFSE_EUR,85640042.7197,732333287.6729
1040,FASAF_EUR,1526387742763.626,729854847.8072
7867,GALF_IO_G14_XDC_G63_1A|S1_S1313_XDC,8928271339.8529,728600513.2804
4978,GADAFIR_T_G14_GDP_PT_G32_S1312_XDC_R_B1GQ_W0|S1_F6,0.0002,727359528.0933
4407,GADAFD_T_BCG_G14_XDC_G32_W2|S13111_S13112_XDC,5151812682.9788,726003074.7239
8530,GEEN_G14_GDP_PT_GF0903_S1312_XDC_R_B1GQ,0.6457,724144757.4704
4838,GADAFF_O_G14_GDP_PT_G92_S13_XDC_R_B1GQ_W1|S1_F,3.2529,723795963.8633
4980,GADAFIR_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W0|S1_F6,0.3773,720243130.4336
6195,GADLD_T_CB_G14_GDP_PT_G33_W2|S121_S1313_XDC_R_B1GQ,0.0315,717921354.3793
4981,GADAFIR_T_G14_GDP_PT_G32_S1321_XDC_R_B1GQ_W0|S1_F6,0.3784,717242941.1216
1748,FMBCC_EUR,4802113.869,712387023.0538
7824,GALF_G14_GDP_PT_G63_S1311B_XDC_R_B1GQ_W1|S1_F,1670299.0483,709267492.9544
4631,GADAFFA_T_G14_XDC_G32_S13112_XDC_W1|S1_F5,170873066842.8746,707201792.6852
1567,FFCAO_EUR,1833832277.5943,705291870.5804
4724,GADAFFF_T_G14_GDP_PT_G32_S1314_XDC_R_B1GQ_W1|S1_F7,-0.5292,704359609.9513
10948,GROOPF_G14_XDC_W0|S1|G14512_S1321_XDC,194522143.0748,703860602.4827
9165,GEI_G14_CA_GDP_PT_G24|_Z_S1321_XDC_R_B1GQ,25903.1234,699731607.5332
8421,GEDF_G14_XDC_GF0203_S1321_XDC,3684409553.5573,698181138.0497
4425,GADAFD_T_CB_G14_XDC_G32_W2|S121_S1311_XDC,420523334696.8825,697194437.3011
13054,RAFAOO_USD,84476711654.2813,696700138.118
7825,GALF_G14_GDP_PT_G63_S1311_XDC_R_B1GQ_W1|S1_F,1668660.4547,695671404.9649
8184,GEAG_G14_XDC_GF0401_S1311B_XDC,1773185731379.331,693373564.1793
6576,GADLFS_T_G14_GDP_PT_G33_S1311B_XDC_R_B1GQ_W1|S1_F3,858.7738,693278301.3804
8451,GEDNEC_G14_XDC_GF0205_S1313_XDC,358395102.2059,691209278.2791
754,DA_USD_FS_OFX_IPF,716730352700.5999,690796265.9895
2609,FS_ODX_LDCO_USD,94143305645.6183,689744103.0742
6196,GADLD_T_CB_G14_GDP_PT_G33_W2|S121_S1314_XDC_R_B1GQ,0.0185,688519255.0077
10171,GESPS_G14_GDP_PT_GF1001_S1313_XDC_R_B1GQ,15.2013,688311214.5357
10943,GROOPF_G14_XDC_W0|S1|G14512_S1311B_XDC,186778693.083,687891255.1566
8024,GALSDR_G14_XDC_G63_S1311B_XDC_W0|S1_F12,324354206613.569,686713912.5406
2324,FS_ODX_AFLG_FSFC_USD,385533850068.0816,686269336.2597
13152,RAPFAOOC_USD,-156569569.0516,679359216.702
7202,GADL_V_G14_GDP_PT_G53_S1312_XDC_R_B1GQ_W0|S1_F,0.2014,677359484.0857
745,DA_USD_FS_ODX_X,229637803271.9032,673731950.7292
2974,FS_OFM_IPF_NLIC_AFR_XDC,13951309.1684,670920772.0015
12634,IOWDL_BP6_USD,90719506603.7459,669771320.9284
3596,GAAFFD_G14_XDC_G62_S1314_XDC_W0|S1_F7,782963695752.5769,668807659.326
13087,RAMFIFC_USD,-37569630366.4527,667955278.5202
8098,GANW_G14_GDP_PT_G6|F_NN_S1312_XDC_R_B1GQ,166.7567,664817288.878
4835,GADAFF_O_G14_GDP_PT_G92_S1313_XDC_R_B1GQ_W1|S1_F,-0.0131,663585664.0334
6707,GADLF_V_G14_GDP_PT_G53_S1313_XDC_R_B1GQ_W1|S1_F,-0.4743,661185992.9111
10274,GEST_G14_CA_GDP_PT_G25|_Z_S1312_XDC_R_B1GQ,2.3173,660696440.5586
10231,GESPX_G14_XDC_GF1007_S13112_XDC,35551700299.4243,660550452.5034
517,BFFA_BP6_USD,-476691253618.3513,659009192.762
7643,GALD_RG_G14_XDC_G63_W2|S1312_S1313_XDC,543705547.9943,658356317.5329
1099,FASG_EUR,486821274517.1023,657636641.4692
12974,RACFAMPCL_1M_3M_USD,4000000.0,656882462.2637
7138,GADL_O_G14_GDP_PT_G93_S1312_XDC_R_B1GQ_W0|S1_F,1.8675,655312717.7212
6609,GADLF_O_G14_GDP_PT_G93_S1311_XDC_R_B1GQ_W1|S1_F,16.6236,652229254.2528
9626,GEOOPP_G14_GDP_PT_W0|S1|G28311_S1312_XDC_R_B1GQ,0.0942,652144630.4706
13233,TE_NUM_FS_ODX_IPMFI,1269.6167,651733346.9418
7794,GALFS_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W1|S1_F3,3.3382,651067551.8595
8586,GEER_G14_XDC_GF0907_S1312_XDC,1312267199.9461,649988115.0669
9719,GEOPR_G14_GDP_PT_W0|S1|G2814_S13112_XDC_R_B1GQ,0.0164,648731706.4148
7906,GALIRL_T_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F62,0.0347,648645698.8433
3202,GAAFAE_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W0|S1_F5,56.9291,648274087.0377
13236,TE_NUM_FS_ODX_X,9156.5648,647691663.7909
8234,GEAR_G14_XDC_GF0408_S1312_XDC,4357933225.0659,646108660.8309
6614,GADLF_O_G14_GDP_PT_G93_S13_XDC_R_B1GQ_W1|S1_F,17.9783,645248218.0483
4386,GADAFD_O_G14_GDP_PT_G92_S1312_XDC_R_B1GQ_W2|S1_F,1.5043,643760252.514
13166,RAXGFX_USD,3458749355829.5537,639629179.1383
3266,GAAFDF_G14_GDP_PT_G62_S1312_XDC_R_B1GQ_W2|S1_F7,0.0066,639505473.3941
815,DBD_NUM_FS_ODX_IPC,246052.4629,637068717.9968
3026,FS_OFM_IPF_NLIC_LIOP_XDC,118079083.8772,633328192.574
3539,GAAFD_SSF_G14_GDP_PT_G62_W2|S1314_S1313_XDC_R_B1GQ,0.0012,632347436.6374
7922,GALIRN_T_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W0|S1_F61,0.0752,631517963.5957
4802,GADAFFS_T_G14_GDP_PT_G32_S1312_XDC_R_B1GQ_W1|S1_F3,-1.1516,630816416.4356
909,DE_NUM_FS_ODX_XDV,54.6667,629987779.9441
2632,FS_ODX_LI_BP,2603.5274,627844380.202
2633,FS_ODX_LI_FSSH_BP,2603.5274,627844380.202
2992,FS_OFM_IPF_NLIC_B_XDC,173487371.7762,626815041.025
9708,GEOPP_G14_GDP_PT_W0|S1|G2813_S1314_XDC_R_B1GQ,0.0441,623060579.5408
3058,FS_OFM_IPF_NLIC_TI_XDC,3280866.975,621946774.9587
1376,FCNODMFH_NUM,26447416.8595,621442575.5635
8702,GEGK_FG_G14_GDP_PT_W1|S13|G26K_S13_XDC_R_B1GQ,1.7951,621358893.2717
9724,GEOPR_G14_GDP_PT_W0|S1|G2814_S1314_XDC_R_B1GQ,0.0159,621245880.793
9858,GEPO_G14_XDC_GF0306_S1312_XDC,76798918447.4459,620642173.3352
10737,GRGK_FG_G14_XDC_W1|S13|G13K_S1312_XDC,246683621.6207,620637554.7036
12968,RACFAMPBL_3M_1Y_USD,64611111.1111,617791031.6272
7723,GALFF_G14_XDC_G63_S1313_XDC_W1|S1_F7,42028795.9866,616453366.6623
3114,FS_OFM_IPF_PF_INI_ICN_XDC,105605981.0,614591881.3124
4370,GADAFD_HG_G14_GDP_PT_G42_S1312_XDC_R_B1GQ_W2|S1_F,1.3655,613659933.8214
2535,FS_ODX_HI_FSSH_BP,3722.285,612229116.8517
2534,FS_ODX_HI_BP,3722.285,612229116.8517
8551,GEEO_G14_XDC_GF0908_S13112_XDC,37761201769.4375,611919042.513
1591,FFCLDG_EUR,695832587.9747,611800461.3324
7346,GALDA_G14_GDP_PT_G63_S1312_XDC_R_B1GQ_W2|S1_F5,4.3206,609556036.5144
12731,LE_PE_NUM,2506069270.5609,608770100.3736
2496,FS_ODX_CT3_EUR,4726692183.7075,608708306.8863
6593,GADLF_HG_G14_GDP_PT_G43_S1311_XDC_R_B1GQ_W1|S1_F,17.6807,608114216.1861
13119,RAPFALSDII_3M_1Y_USD,884864076.2868,606664286.048
139,26E___XDC,294471936.7864,606633396.8403
12622,ILDE_BP6_USD,17498912104225.72,606091305.2444
13269,TMG_FOB_XDC,5096568603522.2295,605338396.2846
3054,FS_OFM_IPF_NLIC_PET_XDC,-2671308.6721,602185500.2355
3523,GAAFD_RG_G14_GDP_PT_G62_W2|S1312_S1313_XDC_R_B1GQ,0.1191,601428322.5903
7541,GALD_GG_G14_GDP_PT_G63_W2|S13_S1321_XDC_R_B1GQ,2.0702,601012246.8293
3037,FS_OFM_IPF_NLIC_OEO_XDC,291776.861,600832478.7591
7556,GALD_HN_G14_GDP_PT_G63_W2|S1M_S1314_XDC_R_B1GQ,0.2921,600561226.2687
10903,GROOC_G14_GDP_PT_W0|S1|G1452_S1311B_XDC_R_B1GQ,0.033,599492187.0226
10905,GROOC_G14_GDP_PT_W0|S1|G1452_S1312_XDC_R_B1GQ,0.0002,595354543.0549
1280,FCBODD_NUM,179598.8486,594756764.5724
6597,GADLF_HG_G14_GDP_PT_G43_S1321_XDC_R_B1GQ_W1|S1_F,17.7022,593969529.4992
10904,GROOC_G14_GDP_PT_W0|S1|G1452_S1311_XDC_R_B1GQ,0.3525,593663036.4017
2663,FS_ODX_PNO_EUR,11517054870.2744,593091727.5866
1654,FFSO_EUR,-21823390.4721,592228743.0939
10909,GROOC_G14_GDP_PT_W0|S1|G1452_S13_XDC_R_B1GQ,0.3952,591571786.2913
