"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country SDMX Name","Mali",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mali","678","Counterpart Country Short Name","Mali",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country Code","181",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country Full Name","Malta",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country ISO 2 Code","MT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country ISO 3 Code","MLT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country Name","Malta",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country SDMX Code","MT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country SDMX Name","Malta",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Malta","181","Counterpart Country Short Name","Malta",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Code","867",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Full Name","Marshall Islands, Republic of the",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country ISO 2 Code","MH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country ISO 3 Code","MHL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Name","Marshall Islands, Rep. of the",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country SDMX Code","MH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country SDMX Name","Marshall islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Short Name","Marshall Islands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country Code","349",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country Full Name","Martinique",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country ISO 2 Code","MQ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country ISO 3 Code","MTQ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country Name","Martinique",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country SDMX Code","MQ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country SDMX Name","Martinique",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Martinique","349","Counterpart Country Short Name","Martinique",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Code","682",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Full Name","Mauritania, Islamic Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country ISO 2 Code","MR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country ISO 3 Code","MRT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Name","Mauritania, Islamic Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country SDMX Code","MR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country SDMX Name","Mauritania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Short Name","Mauritania",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country Code","684",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country Full Name","Mauritius",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country ISO 2 Code","MU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country ISO 3 Code","MUS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country Name","Mauritius",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country SDMX Code","MU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country SDMX Name","Mauritius",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mauritius","684","Counterpart Country Short Name","Mauritius",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country Code","920",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country Full Name","Mayotte",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country ISO 2 Code","YT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country ISO 3 Code","MYT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country Name","Mayotte",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country SDMX Code","YT",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country SDMX Name","Mayotte",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mayotte","920","Counterpart Country Short Name","Mayotte",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country Code","273",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country Full Name","Mexico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country ISO 2 Code","MX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country ISO 3 Code","MEX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country Name","Mexico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country SDMX Code","MX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country SDMX Name","Mexico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mexico","273","Counterpart Country Short Name","Mexico",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country Code","868",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country Full Name","Micronesia, Federated States of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country ISO 2 Code","FM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country ISO 3 Code","FSM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country Name","Micronesia, Federated States of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country SDMX Code","FM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country SDMX Name","Micronesia, Federated States of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Micronesia, Federated States of","868","Counterpart Country Short Name","Micronesia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country Code","921",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country Full Name","Moldova, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country ISO 2 Code","MD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country ISO 3 Code","MDA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country Name","Moldova, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country SDMX Code","MD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country SDMX Name","Moldova, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Moldova, Rep. of","921","Counterpart Country Short Name","Moldova",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country Code","183",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country Full Name","Monaco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country ISO 2 Code","MC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country ISO 3 Code","MCO",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country Name","Monaco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country SDMX Code","MC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country SDMX Name","Monaco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Monaco","183","Counterpart Country Short Name","Monaco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country Code","948",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country Full Name","Mongolia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country ISO 2 Code","MN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country ISO 3 Code","MNG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country Name","Mongolia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country SDMX Code","MN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country SDMX Name","Mongolia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mongolia","948","Counterpart Country Short Name","Mongolia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country Code","943",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country Full Name","Montenegro",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country ISO 2 Code","ME",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country ISO 3 Code","MNE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country Name","Montenegro",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country SDMX Code","ME",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country SDMX Name","Montenegro",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montenegro","943","Counterpart Country Short Name","Montenegro",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country Code","351",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country Full Name","Montserrat, United Kingdom-British Overseas Territory",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country ISO 2 Code","MS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country ISO 3 Code","MSR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country Name","Montserrat",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country SDMX Code","MS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country SDMX Name","Montserrat",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Montserrat","351","Counterpart Country Short Name","Montserrat",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country Code","686",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country Full Name","Morocco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country ISO 2 Code","MA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country ISO 3 Code","MAR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country Name","Morocco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country SDMX Code","MA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country SDMX Name","Morocco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Morocco","686","Counterpart Country Short Name","Morocco",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mozambique, Rep. of","688","Counterpart Country Code","688",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mozambique, Rep. of","688","Counterpart Country Full Name","Mozambique, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","","","Mozambique, Rep. of","688","Counterpart Country ISO 2 Code","MZ",""
