"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Instruments Positions (Net), US Dollars","IIWD_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWDN, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Code","IIWDN_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Concept","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator CTS Code","IIWDN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, Inward Debt Instruments, Net, All other resident enterprises (liabilities minus assets) [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator SDMX Code","IIWDN_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator SDMX Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Short Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, Derived, US Dollars","IIWDN_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWDN, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Code","IIWDN_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Concept","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator CTS Code","IIWDN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, Inward Debt Instruments, Net, All other resident enterprises (liabilities minus assets) [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator SDMX Code","IIWDN_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator SDMX Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Short Name","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Enterprises that are not Financial Intermediaries, US Dollars","IIWDN_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWDM, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Code","IIWDM_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Concept","Inward Debt Positions (Net): Resident Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator CTS Code","IIWDM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, Inward Debt Instruments, Net, Resident financial intermediaries (liabilities minus assets) [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Name","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator SDMX Code","IIWDM_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator SDMX Name","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Short Name","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, Derived, US Dollars","IIWDM_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWDM, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Code","IIWDM_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Concept","Inward Debt Positions (Net): Resident Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator CTS Code","IIWDM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, Inward Debt Instruments, Net, Resident financial intermediaries (liabilities minus assets) [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Name","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator SDMX Code","IIWDM_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator SDMX Name","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Short Name","Inward Debt Positions (Net): Resident Financial Intermediaries",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Debt Positions (Net): Resident Financial Intermediaries, US Dollars","IIWDM_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWFA, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Code","IIWFA_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Concept","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator CTS Code","IIWFA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net, Total Equity and Debt Instruments assets [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator SDMX Code","IIWFA_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Short Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFA_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWFA, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Code","IIWFA_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Concept","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator CTS Code","IIWFA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net, Total Equity and Debt Instruments assets [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator SDMX Code","IIWFA_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Short Name","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Assets Positions (Gross) with Fellow Enterprises, US Dollars","IIWFA_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWFL, Unit: L_D",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Code","IIWFL_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Concept","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator CTS Code","IIWFL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net, Total Equity and Debt Instruments liabilities [BPM6], Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator SDMX Code","IIWFL_DV_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Short Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Topic","External Sector",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, Derived, US Dollars","IIWFL_DV_BP6_USD","","","Indicator Unit","US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Alternate Publication Codes","E-Library Concept: IIWFL, Unit: L",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Arrow Label","investment in",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Code","IIWFL_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Concept","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator CTS Code","IIWFL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Definition","",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Flow","1",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Full Name","International Investment Position, Coordinated Direct Investment Survey (CDIS), Inward Direct Investment, With fellow enterprises abroad, Net, Total Equity and Debt Instruments liabilities [BPM6], US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Key Indicator","Other Indicator",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator SDMX Code","IIWFL_BP6_USD",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator SDMX Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","","","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises, US Dollars","IIWFL_BP6_USD","","","Indicator Short Name","Inward Direct Investment Liabilities Positions (Gross) with Fellow Enterprises",""
